coc_number,year,total_year_round_beds_es,total_year_round_beds_th,total_year_round_beds_sh,total_year_round_beds_psh,total_year_round_beds_rrh,total_year_round_beds_oph,total_seasonal_beds_es,total_overflow_beds_es,total_chronic_homeless_beds_psh
,2011,1160.0,963.0,20.0,3970.0,,,0,95,1338.0
,2011,766.0,176.0,0.0,1856.0,,,140,70,520.0
,2011,181.0,116.0,1.0,268.0,,,0,0,69.0
,2011,479.0,390.0,25.0,854.0,,,0,60,168.0
,2011,304.0,371.0,8.0,381.0,,,0,60,147.0
,2011,1897.0,2121.0,10.0,1724.0,,,113,118,204.0
,2011,214.0,172.0,20.0,372.0,,,0,16,133.0
,2011,192.0,98.0,0.0,2.0,,,0,10,2.0
,2011,517.0,253.0,50.0,216.0,,,0,153,117.0
,2011,781.0,261.0,0.0,448.0,,,0,40,154.0
,2011,122.0,69.0,0.0,51.0,,,0,0,32.0
,2011,44.0,151.0,0.0,34.0,,,0,38,2.0
,2011,327.0,77.0,0.0,40.0,,,0,0,24.0
,2011,130.0,61.0,9.0,0.0,,,0,12,0.0
,2011,418.0,72.0,0.0,55.0,,,0,42,0.0
,2011,445.0,382.0,28.0,218.0,,,35,246,111.0
,2011,606.0,2023.0,0.0,2870.0,,,205,75,595.0
,2011,246.0,343.0,0.0,522.0,,,12,0,99.0
,2011,135.0,210.0,0.0,43.0,,,0,38,43.0
,2011,1160.0,1384.0,5.0,701.0,,,45,222,122.0
,2011,98.0,166.0,10.0,350.0,,,0,0,47.0
,2011,34.0,102.0,0.0,216.0,,,0,0,19.0
,2011,3727.0,2306.0,70.0,4732.0,,,348,37,646.0
,2011,187.0,176.0,25.0,157.0,,,32,23,42.0
,2011,371.0,313.0,0.0,277.0,,,0,55,36.0
,2011,102.0,136.0,0.0,246.0,,,0,105,32.0
,2011,204.0,256.0,0.0,183.0,,,45,15,58.0
,2011,323.0,468.0,8.0,394.0,,,12,0,17.0
,2011,186.0,293.0,0.0,304.0,,,40,0,58.0
,2011,633.0,614.0,0.0,433.0,,,20,34,74.0
,2011,53.0,176.0,0.0,51.0,,,24,7,51.0
,2011,325.0,596.0,0.0,330.0,,,40,3,96.0
,2011,260.0,382.0,0.0,157.0,,,65,3,25.0
,2011,96.0,393.0,0.0,44.0,,,0,20,22.0
,2011,213.0,177.0,0.0,159.0,,,0,9,8.0
,2011,478.0,968.0,38.0,1238.0,,,108,15,389.0
,2011,341.0,369.0,32.0,391.0,,,0,32,60.0
,2011,325.0,151.0,0.0,343.0,,,0,11,53.0
,2011,43.0,87.0,0.0,129.0,,,10,0,5.0
,2011,281.0,181.0,0.0,327.0,,,0,2,53.0
,2011,356.0,882.0,22.0,840.0,,,0,0,294.0
,2011,262.0,476.0,55.0,228.0,,,0,0,129.0
,2011,767.0,515.0,18.0,1731.0,,,117,23,294.0
,2011,209.0,258.0,0.0,215.0,,,10,0,50.0
,2011,825.0,899.0,12.0,178.0,,,213,242,107.0
,2011,327.0,581.0,0.0,672.0,,,235,60,61.0
,2011,326.0,354.0,0.0,413.0,,,0,94,57.0
,2011,718.0,601.0,0.0,281.0,,,0,42,121.0
,2011,169.0,132.0,0.0,404.0,,,0,92,109.0
,2011,466.0,1399.0,0.0,546.0,,,0,200,181.0
,2011,402.0,474.0,0.0,914.0,,,0,172,280.0
,2011,194.0,151.0,0.0,124.0,,,0,29,24.0
,2011,725.0,865.0,16.0,1071.0,,,240,0,125.0
,2011,217.0,60.0,0.0,65.0,,,0,0,63.0
,2011,243.0,228.0,8.0,181.0,,,0,15,31.0
,2011,346.0,120.0,0.0,274.0,,,0,0,206.0
,2011,127.0,26.0,0.0,118.0,,,0,8,33.0
,2011,270.0,108.0,0.0,24.0,,,55,14,8.0
,2011,1332.0,970.0,44.0,876.0,,,35,12,44.0
,2011,664.0,288.0,0.0,132.0,,,80,10,20.0
,2011,607.0,591.0,16.0,871.0,,,15,164,232.0
,2011,104.0,40.0,0.0,42.0,,,0,30,21.0
,2011,2169.0,2461.0,45.0,1640.0,,,0,95,711.0
,2011,1344.0,900.0,20.0,1512.0,,,33,46,700.0
,2011,777.0,501.0,20.0,270.0,,,0,76,92.0
,2011,109.0,161.0,16.0,102.0,,,0,33,15.0
,2011,3267.0,919.0,0.0,382.0,,,20,273,112.0
,2011,58.0,18.0,0.0,48.0,,,0,18,0.0
,2011,526.0,83.0,0.0,96.0,,,0,20,53.0
,2011,284.0,0.0,0.0,4.0,,,0,0,0.0
,2011,1378.0,3292.0,25.0,3002.0,,,0,203,573.0
,2011,207.0,95.0,0.0,0.0,,,0,9,0.0
,2011,150.0,120.0,0.0,16.0,,,0,10,7.0
,2011,259.0,463.0,0.0,62.0,,,0,25,12.0
,2011,916.0,781.0,49.0,1297.0,,,452,105,415.0
,2011,512.0,536.0,0.0,164.0,,,110,76,95.0
,2011,73.0,87.0,0.0,132.0,,,0,0,57.0
,2011,310.0,648.0,10.0,525.0,,,69,120,117.0
,2011,364.0,207.0,0.0,357.0,,,108,72,161.0
,2011,408.0,227.0,0.0,114.0,,,0,5,17.0
,2011,125.0,255.0,0.0,275.0,,,64,0,50.0
,2011,92.0,88.0,0.0,65.0,,,60,10,46.0
,2011,237.0,321.0,22.0,439.0,,,213,38,71.0
,2011,72.0,71.0,0.0,135.0,,,60,0,62.0
,2011,137.0,109.0,0.0,44.0,,,0,0,0.0
,2011,46.0,22.0,0.0,0.0,,,0,10,0.0
,2011,81.0,8.0,0.0,55.0,,,0,0,0.0
,2011,168.0,66.0,0.0,45.0,,,0,29,7.0
,2011,111.0,32.0,0.0,108.0,,,37,13,31.0
,2011,46.0,12.0,0.0,0.0,,,0,4,0.0
,2011,142.0,28.0,0.0,0.0,,,22,0,0.0
,2011,457.0,444.0,0.0,12.0,,,30,7,12.0
,2011,126.0,143.0,5.0,113.0,,,73,15,56.0
,2011,402.0,794.0,8.0,392.0,,,196,108,126.0
,2011,77.0,65.0,0.0,2.0,,,16,2,1.0
,2011,195.0,148.0,12.0,52.0,,,67,67,0.0
,2011,138.0,211.0,0.0,26.0,,,47,0,26.0
,2011,71.0,124.0,0.0,52.0,,,0,0,14.0
,2011,265.0,256.0,6.0,399.0,,,47,15,120.0
,2011,189.0,89.0,0.0,94.0,,,4,2,39.0
,2011,2503.0,4313.0,45.0,4059.0,,,205,218,1503.0
,2011,1800.0,2156.0,0.0,1435.0,,,242,142,346.0
,2011,682.0,726.0,0.0,475.0,,,0,0,114.0
,2011,409.0,1456.0,0.0,506.0,,,186,37,273.0
,2011,394.0,1074.0,0.0,1034.0,,,0,20,229.0
,2011,335.0,207.0,0.0,197.0,,,55,0,9.0
,2011,146.0,413.0,10.0,893.0,,,74,39,225.0
,2011,2030.0,2068.0,7.0,502.0,,,117,322,27.0
,2011,765.0,823.0,43.0,1078.0,,,31,0,134.0
,2011,206.0,116.0,0.0,76.0,,,0,30,19.0
,2011,323.0,297.0,14.0,860.0,,,35,16,23.0
,2011,103.0,40.0,0.0,16.0,,,16,6,11.0
,2011,185.0,144.0,11.0,465.0,,,0,0,70.0
,2011,312.0,133.0,0.0,97.0,,,0,42,60.0
,2011,604.0,346.0,0.0,237.0,,,40,23,113.0
,2011,514.0,239.0,0.0,127.0,,,0,31,14.0
,2011,225840.0,201879.0,2116.0,267106.0,,,18952,32567,67964.0
,2010,548.0,442.0,0.0,378.0,,,0,20.0,26.0
,2010,533.0,282.0,0.0,116.0,,,0,32.0,23.0
,2010,346.0,813.0,34.0,1127.0,,,0,55.0,257.0
,2010,170.0,148.0,0.0,163.0,,,17,50.0,74.0
,2010,64.0,223.0,0.0,110.0,,,0,10.0,3.0
,2010,347.0,332.0,0.0,20.0,,,0,0.0,10.0
,2010,131.0,253.0,0.0,225.0,,,0,61.0,66.0
,2010,153.0,76.0,0.0,39.0,,,56,41.0,1.0
,2010,94.0,247.0,0.0,117.0,,,0,29.0,46.0
,2010,357.0,433.0,0.0,388.0,,,0,1.0,9.0
,2010,408.0,591.0,0.0,660.0,,,0,134.0,77.0
,2010,152.0,113.0,0.0,40.0,,,0,0.0,0.0
,2010,590.0,364.0,0.0,124.0,,,0,0.0,7.0
,2010,126.0,85.0,0.0,50.0,,,0,9.0,0.0
,2010,125.0,14.0,0.0,24.0,,,0,6.0,12.0
,2010,49.0,30.0,0.0,0.0,,,0,0.0,0.0
,2010,30.0,23.0,0.0,0.0,,,0,0.0,0.0
,2010,897.0,613.0,0.0,403.0,,,2,51.0,138.0
,2010,577.0,1560.0,15.0,1092.0,,,199,110.0,116.0
,2010,2637.0,2590.0,25.0,3013.0,,,0,63.0,547.0
,2010,675.0,1108.0,10.0,2106.0,,,471,0.0,625.0
,2010,1792.0,744.0,25.0,6710.0,,,189,0.0,3568.0
,2010,862.0,1528.0,0.0,2286.0,,,245,33.0,455.0
,2010,706.0,1021.0,0.0,1810.0,,,44,36.0,402.0
,2010,591.0,607.0,0.0,542.0,,,25,57.0,189.0
,2010,475.0,436.0,0.0,955.0,,,77,0.0,338.0
,2010,281.0,768.0,0.0,197.0,,,0,23.0,15.0
,2010,170.0,396.0,0.0,454.0,,,49,14.0,153.0
,2010,331.0,286.0,0.0,169.0,,,129,22.0,127.0
,2010,108.0,101.0,0.0,340.0,,,20,24.0,0.0
,2010,471.0,477.0,0.0,310.0,,,292,0.0,147.0
,2010,2379.0,729.0,0.0,339.0,,,250,118.0,121.0
,2010,130.0,660.0,0.0,426.0,,,0,21.0,252.0
,2010,234.0,405.0,0.0,0.0,,,0,33.0,0.0
,2010,713.0,868.0,24.0,367.0,,,20,3034.0,179.0
,2010,216.0,405.0,0.0,89.0,,,40,20.0,13.0
,2010,138.0,307.0,0.0,44.0,,,0,41.0,34.0
,2010,105.0,109.0,0.0,60.0,,,50,105.0,10.0
,2010,151.0,171.0,0.0,122.0,,,0,49.0,106.0
,2010,206.0,179.0,0.0,152.0,,,0,10.0,31.0
,2010,127.0,136.0,0.0,108.0,,,0,50.0,4.0
,2010,89.0,168.0,0.0,130.0,,,35,22.0,35.0
,2010,166.0,157.0,0.0,45.0,,,32,77.0,35.0
,2010,15.0,82.0,0.0,0.0,,,28,0.0,0.0
,2010,108.0,216.0,0.0,0.0,,,125,0.0,0.0
,2010,46.0,115.0,0.0,0.0,,,0,11.0,0.0
,2010,117.0,45.0,0.0,10.0,,,0,0.0,0.0
,2010,28.0,0.0,0.0,0.0,,,0,1.0,0.0
,2010,4490.0,9025.0,55.0,17008.0,,,1492,255.0,1775.0
,2010,211.0,2108.0,47.0,847.0,,,506,112.0,338.0
,2010,485.0,2044.0,0.0,997.0,,,400,588.0,487.0
,2010,541.0,500.0,0.0,448.0,,,256,40.0,162.0
,2010,457.0,248.0,0.0,646.0,,,0,96.0,140.0
,2010,29.0,189.0,9.0,116.0,,,130,0.0,29.0
,2010,347.0,586.0,25.0,439.0,,,130,94.0,196.0
,2010,142.0,145.0,0.0,138.0,,,130,0.0,50.0
,2010,769.0,727.0,0.0,364.0,,,72,0.0,144.0
,2010,362.0,504.0,0.0,194.0,,,60,230.0,0.0
,2010,219.0,1353.0,12.0,526.0,,,217,40.0,100.0
,2010,207.0,148.0,0.0,44.0,,,100,24.0,0.0
,2010,50.0,98.0,0.0,138.0,,,150,0.0,24.0
,2010,130.0,76.0,0.0,0.0,,,0,8.0,0.0
,2010,141.0,90.0,0.0,96.0,,,0,45.0,17.0
,2010,764.0,489.0,0.0,195.0,,,40,42.0,92.0
,2010,1517.0,2869.0,25.0,2252.0,,,110,278.0,797.0
,2010,310.0,446.0,0.0,187.0,,,0,65.0,116.0
,2010,65.0,73.0,0.0,108.0,,,40,0.0,33.0
,2010,437.0,257.0,0.0,681.0,,,75,46.0,88.0
,2010,276.0,472.0,0.0,653.0,,,109,83.0,467.0
,2010,229.0,225.0,0.0,776.0,,,4,21.0,286.0
,2010,740.0,421.0,0.0,1136.0,,,90,62.0,463.0
,2010,141.0,0.0,0.0,171.0,,,3,59.0,93.0
,2010,100.0,129.0,0.0,141.0,,,14,27.0,33.0
,2010,87.0,31.0,0.0,238.0,,,21,0.0,39.0
,2010,25.0,43.0,0.0,52.0,,,0,0.0,20.0
,2010,170.0,0.0,0.0,305.0,,,0,30.0,67.0
,2010,3471.0,2879.0,25.0,4832.0,,,573,0.0,2286.0
,2010,530.0,693.0,10.0,365.0,,,125,155.0,153.0
,2010,429.0,576.0,0.0,310.0,,,0,11.0,46.0
,2010,349.0,785.0,25.0,682.0,,,0,0.0,62.0
,2010,991.0,938.0,45.0,322.0,,,0,38.0,83.0
,2010,255.0,297.0,0.0,69.0,,,0,115.0,20.0
,2010,107.0,509.0,0.0,113.0,,,33,0.0,50.0
,2010,140.0,180.0,0.0,47.0,,,130,20.0,47.0
,2010,356.0,455.0,0.0,376.0,,,0,124.0,116.0
,2010,1076.0,1407.0,25.0,740.0,,,0,290.0,82.0
,2010,202.0,218.0,0.0,232.0,,,100,36.0,86.0
,2010,143.0,106.0,0.0,146.0,,,18,0.0,132.0
,2010,802.0,1463.0,0.0,808.0,,,0,436.0,181.0
,2010,200.0,459.0,0.0,191.0,,,0,36.0,75.0
,2010,76.0,122.0,0.0,63.0,,,0,50.0,0.0
,2010,146.0,589.0,0.0,137.0,,,126,0.0,43.0
,2010,187.0,554.0,0.0,89.0,,,0,0.0,3.0
,2010,105.0,162.0,0.0,0.0,,,16,33.0,0.0
,2010,8.0,70.0,0.0,18.0,,,0,0.0,0.0
,2010,68.0,73.0,0.0,144.0,,,0,0.0,28.0
,2010,54.0,51.0,0.0,11.0,,,0,0.0,11.0
,2010,108.0,6.0,0.0,138.0,,,0,0.0,0.0
,2010,180.0,208.0,0.0,81.0,,,95,16.0,14.0
,2010,1593.0,1975.0,28.0,2636.0,,,0,393.0,562.0
,2010,764.0,1543.0,35.0,1829.0,,,0,540.0,292.0
,2010,60.0,157.0,0.0,66.0,,,0,0.0,66.0
,2010,222.0,231.0,0.0,170.0,,,0,0.0,59.0
,2010,244.0,187.0,0.0,161.0,,,0,60.0,51.0
,2010,387.0,351.0,14.0,607.0,,,0,113.0,87.0
,2010,166.0,100.0,0.0,72.0,,,0,49.0,0.0
,2010,2009.0,2995.0,0.0,2066.0,,,312,182.0,267.0
,2010,1368.0,1279.0,0.0,1414.0,,,0,30.0,257.0
,2010,121.0,121.0,0.0,77.0,,,31,14.0,60.0
,2010,280.0,209.0,0.0,82.0,,,0,0.0,0.0
,2010,224.0,70.0,0.0,161.0,,,6,5.0,39.0
,2010,122.0,282.0,0.0,93.0,,,0,51.0,30.0
,2010,506.0,379.0,0.0,498.0,,,30,0.0,41.0
,2010,93.0,147.0,0.0,88.0,,,0,7.0,55.0
,2010,326.0,577.0,0.0,197.0,,,0,0.0,100.0
,2010,1144.0,2187.0,25.0,854.0,,,0,64.0,244.0
,2010,178.0,285.0,0.0,7.0,,,0,0.0,3.0
,2010,1011.0,1341.0,0.0,387.0,,,59,38.0,76.0
,2010,398.0,765.0,0.0,491.0,,,9,4.0,82.0
,2010,529.0,279.0,0.0,158.0,,,156,196.0,64.0
,2010,452.0,645.0,0.0,248.0,,,0,1.0,76.0
,2010,14.0,187.0,0.0,26.0,,,40,34.0,11.0
,2010,244.0,282.0,0.0,190.0,,,0,29.0,4.0
,2010,105.0,234.0,15.0,96.0,,,118,41.0,45.0
,2010,47.0,309.0,0.0,112.0,,,8,6.0,67.0
,2010,118.0,126.0,0.0,104.0,,,0,40.0,37.0
,2010,32.0,81.0,0.0,45.0,,,0,10.0,24.0
,2010,142.0,291.0,0.0,310.0,,,0,275.0,85.0
,2010,327.0,246.0,0.0,288.0,,,0,0.0,76.0
,2010,148.0,112.0,0.0,202.0,,,0,20.0,40.0
,2010,21.0,68.0,0.0,80.0,,,0,10.0,0.0
,2010,2451.0,3653.0,41.0,7982.0,,,140,500.0,2081.0
,2010,165.0,719.0,15.0,364.0,,,330,4.0,79.0
,2010,306.0,164.0,24.0,93.0,,,39,128.0,16.0
,2010,127.0,114.0,0.0,119.0,,,50,0.0,42.0
,2010,200.0,508.0,0.0,258.0,,,0,3.0,86.0
,2010,73.0,113.0,0.0,20.0,,,0,0.0,0.0
,2010,121.0,90.0,7.0,98.0,,,15,4.0,39.0
,2010,320.0,141.0,0.0,89.0,,,0,8.0,60.0
,2010,156.0,245.0,0.0,18.0,,,72,0.0,0.0
,2010,54.0,149.0,0.0,53.0,,,0,154.0,0.0
,2010,314.0,136.0,0.0,202.0,,,0,7.0,3.0
,2010,168.0,433.0,0.0,106.0,,,0,40.0,19.0
,2010,2737.0,2061.0,0.0,824.0,,,115,326.0,186.0
,2010,855.0,1382.0,25.0,1599.0,,,156,33.0,325.0
,2010,41.0,169.0,0.0,18.0,,,0,0.0,16.0
,2010,359.0,197.0,20.0,424.0,,,130,0.0,146.0
,2010,249.0,102.0,0.0,431.0,,,0,30.0,99.0
,2010,99.0,77.0,0.0,35.0,,,0,0.0,5.0
,2010,874.0,600.0,0.0,116.0,,,23,84.0,30.0
,2010,1294.0,1353.0,0.0,917.0,,,67,39.0,172.0
,2010,891.0,532.0,10.0,1260.0,,,0,128.0,120.0
,2010,476.0,998.0,2.0,452.0,,,0,0.0,76.0
,2010,256.0,515.0,0.0,103.0,,,0,74.0,15.0
,2010,124.0,78.0,0.0,183.0,,,0,1.0,0.0
,2010,393.0,701.0,10.0,204.0,,,0,15.0,89.0
,2010,587.0,744.0,15.0,1408.0,,,124,0.0,322.0
,2010,205.0,646.0,0.0,330.0,,,0,100.0,19.0
,2010,119.0,183.0,0.0,97.0,,,0,36.0,16.0
,2010,65.0,167.0,0.0,247.0,,,0,10.0,55.0
,2010,88.0,140.0,0.0,57.0,,,0,32.0,35.0
,2010,63.0,49.0,0.0,212.0,,,0,0.0,2.0
,2010,3734.0,1610.0,6.0,4427.0,,,40,23.0,1858.0
,2010,993.0,407.0,6.0,324.0,,,26,177.0,135.0
,2010,266.0,141.0,0.0,265.0,,,0,0.0,20.0
,2010,271.0,77.0,0.0,259.0,,,0,0.0,151.0
,2010,609.0,302.0,6.0,364.0,,,65,4.0,147.0
,2010,155.0,266.0,0.0,303.0,,,0,7.0,29.0
,2010,959.0,520.0,0.0,732.0,,,0,26.0,220.0
,2010,63.0,67.0,0.0,67.0,,,0,5.0,29.0
,2010,252.0,270.0,0.0,188.0,,,35,0.0,36.0
,2010,247.0,137.0,0.0,216.0,,,24,97.0,112.0
,2010,673.0,160.0,6.0,218.0,,,24,53.0,106.0
,2010,202.0,40.0,0.0,302.0,,,0,82.0,72.0
,2010,219.0,179.0,0.0,188.0,,,0,47.0,45.0
,2010,107.0,27.0,0.0,158.0,,,0,191.0,45.0
,2010,156.0,120.0,0.0,116.0,,,10,6.0,28.0
,2010,690.0,167.0,0.0,300.0,,,0,248.0,36.0
,2010,115.0,31.0,0.0,154.0,,,0,0.0,37.0
,2010,319.0,105.0,0.0,137.0,,,0,0.0,59.0
,2010,65.0,86.0,0.0,83.0,,,0,0.0,22.0
,2010,578.0,100.0,0.0,80.0,,,18,225.0,42.0
,2010,60.0,53.0,0.0,107.0,,,15,30.0,16.0
,2010,1009.0,1237.0,39.0,1754.0,,,107,60.0,423.0
,2010,58.0,85.0,0.0,105.0,,,29,29.0,2.0
,2010,109.0,92.0,0.0,154.0,,,50,57.0,53.0
,2010,65.0,87.0,0.0,72.0,,,25,21.0,18.0
,2010,379.0,138.0,0.0,227.0,,,25,0.0,24.0
,2010,40.0,129.0,25.0,33.0,,,35,17.0,16.0
,2010,47.0,86.0,0.0,35.0,,,45,2.0,13.0
,2010,112.0,156.0,0.0,212.0,,,86,18.0,46.0
,2010,39.0,186.0,0.0,30.0,,,70,0.0,16.0
,2010,22.0,19.0,0.0,122.0,,,0,0.0,4.0
,2010,15.0,37.0,0.0,94.0,,,33,6.0,4.0
,2010,150.0,91.0,0.0,110.0,,,59,100.0,7.0
,2010,109.0,48.0,0.0,147.0,,,118,10.0,16.0
,2010,229.0,312.0,0.0,463.0,,,265,7.0,28.0
,2010,248.0,349.0,40.0,1501.0,,,100,216.0,109.0
,2010,557.0,1016.0,0.0,1191.0,,,27,47.0,65.0
,2010,150.0,330.0,0.0,309.0,,,2,15.0,23.0
,2010,340.0,331.0,0.0,370.0,,,0,45.0,57.0
,2010,1123.0,1382.0,0.0,3607.0,,,35,80.0,188.0
,2010,1533.0,1357.0,21.0,2733.0,,,396,95.0,248.0
,2010,124.0,324.0,16.0,252.0,,,80,13.0,39.0
,2010,157.0,128.0,0.0,577.0,,,80,0.0,21.0
,2010,150.0,302.0,0.0,534.0,,,121,19.0,94.0
,2010,197.0,54.0,0.0,745.0,,,0,4.0,34.0
,2010,300.0,375.0,0.0,608.0,,,0,43.0,290.0
,2010,440.0,322.0,0.0,645.0,,,0,0.0,23.0
,2010,262.0,200.0,0.0,190.0,,,0,15.0,120.0
,2010,208.0,250.0,0.0,504.0,,,56,50.0,13.0
,2010,151.0,232.0,6.0,172.0,,,0,0.0,78.0
,2010,62.0,71.0,0.0,73.0,,,33,5.0,7.0
,2010,103.0,195.0,0.0,328.0,,,26,21.0,16.0
,2010,21.0,41.0,0.0,122.0,,,15,1.0,0.0
,2010,124.0,87.0,0.0,250.0,,,0,24.0,24.0
,2010,97.0,80.0,0.0,22.0,,,15,0.0,0.0
,2010,146.0,261.0,0.0,372.0,,,135,12.0,18.0
,2010,134.0,134.0,0.0,30.0,,,0,0.0,0.0
,2010,36.0,58.0,0.0,13.0,,,9,1.0,1.0
,2010,158.0,275.0,0.0,201.0,,,0,10.0,8.0
,2010,42.0,83.0,0.0,9.0,,,0,0.0,4.0
,2010,1941.0,1471.0,0.0,3882.0,,,0,500.0,639.0
,2010,520.0,840.0,10.0,1753.0,,,0,0.0,427.0
,2010,180.0,238.0,0.0,392.0,,,23,18.0,103.0
,2010,142.0,314.0,0.0,388.0,,,0,9.0,29.0
,2010,30.0,73.0,0.0,90.0,,,0,0.0,12.0
,2010,182.0,363.0,0.0,213.0,,,50,36.0,19.0
,2010,86.0,183.0,0.0,283.0,,,20,13.0,34.0
,2010,78.0,78.0,0.0,206.0,,,0,12.0,30.0
,2010,146.0,219.0,0.0,472.0,,,0,40.0,142.0
,2010,29.0,83.0,0.0,96.0,,,0,32.0,13.0
,2010,55.0,64.0,0.0,71.0,,,0,45.0,14.0
,2010,275.0,129.0,0.0,275.0,,,0,45.0,27.0
,2010,480.0,811.0,8.0,1200.0,,,31,0.0,203.0
,2010,126.0,341.0,0.0,36.0,,,0,182.0,1.0
,2010,124.0,470.0,0.0,115.0,,,30,0.0,35.0
,2010,123.0,292.0,0.0,75.0,,,0,12.0,6.0
,2010,107.0,20.0,18.0,212.0,,,10,15.0,30.0
,2010,996.0,963.0,10.0,1197.0,,,54,188.0,178.0
,2010,1443.0,693.0,11.0,824.0,,,0,32.0,31.0
,2010,180.0,286.0,0.0,61.0,,,0,17.0,47.0
,2010,501.0,304.0,0.0,192.0,,,0,0.0,62.0
,2010,55.0,50.0,0.0,52.0,,,0,0.0,33.0
,2010,649.0,521.0,0.0,229.0,,,6,171.0,47.0
,2010,298.0,234.0,0.0,344.0,,,18,45.0,100.0
,2010,169.0,334.0,0.0,316.0,,,0,55.0,157.0
,2010,334.0,321.0,0.0,150.0,,,50,42.0,22.0
,2010,2010.0,1192.0,0.0,660.0,,,104,107.0,81.0
,2010,417.0,565.0,0.0,251.0,,,109,133.0,55.0
,2010,799.0,988.0,0.0,462.0,,,130,115.0,141.0
,2010,323.0,194.0,0.0,124.0,,,0,0.0,0.0
,2010,582.0,474.0,0.0,712.0,,,0,3.0,75.0
,2010,164.0,35.0,0.0,126.0,,,52,21.0,25.0
,2010,121.0,161.0,0.0,32.0,,,0,4.0,0.0
,2010,74.0,47.0,0.0,103.0,,,0,22.0,16.0
,2010,100.0,32.0,0.0,48.0,,,2,7.0,2.0
,2010,647.0,203.0,0.0,480.0,,,0,38.0,97.0
,2010,79.0,195.0,0.0,59.0,,,0,30.0,0.0
,2010,782.0,607.0,0.0,322.0,,,0,268.0,34.0
,2010,320.0,631.0,0.0,49.0,,,0,90.0,9.0
,2010,97.0,37.0,0.0,20.0,,,0,15.0,0.0
,2010,54.0,198.0,0.0,52.0,,,0,7.0,0.0
,2010,102.0,158.0,0.0,80.0,,,0,74.0,14.0
,2010,186.0,44.0,0.0,63.0,,,0,90.0,0.0
,2010,446.0,325.0,0.0,254.0,,,86,0.0,48.0
,2010,151.0,167.0,4.0,135.0,,,0,26.0,14.0
,2010,73.0,203.0,5.0,481.0,,,7,0.0,138.0
,2010,300.0,32.0,0.0,37.0,,,0,85.0,17.0
,2010,122.0,198.0,0.0,151.0,,,0,163.0,64.0
,2010,397.0,38.0,0.0,103.0,,,42,339.0,19.0
,2010,157.0,261.0,0.0,188.0,,,30,163.0,45.0
,2010,1414.0,501.0,0.0,401.0,,,0,0.0,102.0
,2010,104.0,36.0,0.0,38.0,,,0,79.0,0.0
,2010,249.0,196.0,0.0,162.0,,,0,1060.0,56.0
,2010,172.0,189.0,0.0,21.0,,,35,1031.0,5.0
,2010,73.0,91.0,0.0,261.0,,,0,459.0,105.0
,2010,136.0,141.0,20.0,55.0,,,0,376.0,0.0
,2010,41.0,87.0,0.0,64.0,,,0,455.0,22.0
,2010,260.0,89.0,0.0,400.0,,,0,234.0,244.0
,2010,0.0,134.0,0.0,0.0,,,0,0.0,0.0
,2010,89.0,128.0,0.0,32.0,,,0,136.0,11.0
,2010,284.0,277.0,0.0,447.0,,,119,181.0,135.0
,2010,231.0,108.0,0.0,338.0,,,45,894.0,16.0
,2010,73.0,7.0,0.0,22.0,,,0,388.0,11.0
,2010,0.0,10.0,0.0,17.0,,,0,298.0,17.0
,2010,64.0,29.0,0.0,8.0,,,0,22.0,8.0
,2010,89.0,18.0,0.0,46.0,,,0,0.0,5.0
,2010,329.0,635.0,0.0,885.0,,,320,25.0,213.0
,2010,1155.0,573.0,0.0,386.0,,,275,0.0,150.0
,2010,867.0,2172.0,25.0,1399.0,,,209,21.0,230.0
,2010,390.0,208.0,0.0,356.0,,,75,41.0,82.0
,2010,222.0,87.0,0.0,75.0,,,0,358.0,14.0
,2010,462.0,224.0,12.0,1496.0,,,17,60.0,79.0
,2010,49.0,248.0,0.0,302.0,,,0,14.0,25.0
,2010,28.0,9.0,0.0,27.0,,,0,0.0,5.0
,2010,309.0,137.0,0.0,599.0,,,16,171.0,76.0
,2010,16.0,46.0,0.0,47.0,,,0,9.0,2.0
,2010,359.0,426.0,0.0,1194.0,,,0,5.0,139.0
,2010,26.0,0.0,0.0,0.0,,,0,15.0,0.0
,2010,146.0,28.0,0.0,357.0,,,0,214.0,40.0
,2010,464.0,485.0,16.0,543.0,,,0,0.0,20.0
,2010,24.0,36.0,0.0,11.0,,,0,0.0,0.0
,2010,35.0,42.0,0.0,81.0,,,0,8.0,20.0
,2010,122.0,130.0,0.0,195.0,,,5,8.0,62.0
,2010,61.0,31.0,0.0,472.0,,,10,186.0,58.0
,2010,15.0,12.0,0.0,20.0,,,0,48.0,0.0
,2010,86.0,64.0,0.0,36.0,,,0,0.0,0.0
,2010,47.0,17.0,0.0,90.0,,,0,45.0,13.0
,2010,9.0,50.0,0.0,0.0,,,0,0.0,0.0
,2010,94.0,346.0,0.0,456.0,,,0,6.0,18.0
,2010,264.0,72.0,0.0,66.0,,,0,0.0,6.0
,2010,15.0,0.0,0.0,37.0,,,0,0.0,18.0
,2010,39.0,190.0,0.0,389.0,,,0,0.0,0.0
,2010,51.0,48.0,0.0,145.0,,,0,85.0,22.0
,2010,81.0,167.0,0.0,194.0,,,0,0.0,16.0
,2010,44710.0,7056.0,112.0,24270.0,,,0,263.0,5786.0
,2010,244.0,223.0,0.0,151.0,,,0,24.0,17.0
,2010,139.0,46.0,0.0,240.0,,,0,197.0,55.0
